bid,lat,lon,btype,h3_grid_res_7,h3_grid_res_8,h3_grid_res_9,h3_grid_res_10
20292,51.343658,12.378786,71,871f1a8cbffffff,881f1a8cb1fffff,891f1a8cb0bffff,8a1f1a8cb017fff
23093,51.343658,12.378786,71,871f1a8cbffffff,881f1a8cb1fffff,891f1a8cb0bffff,8a1f1a8cb017fff
300248,51.343658,12.378786,150,871f1a8cbffffff,881f1a8cb1fffff,891f1a8cb0bffff,8a1f1a8cb017fff
300206,51.343658,12.378786,150,871f1a8cbffffff,881f1a8cb1fffff,891f1a8cb0bffff,8a1f1a8cb017fff
300018,51.343658,12.378786,150,871f1a8cbffffff,881f1a8cb1fffff,891f1a8cb0bffff,8a1f1a8cb017fff
20447,51.343658,12.378786,71,871f1a8cbffffff,881f1a8cb1fffff,891f1a8cb0bffff,8a1f1a8cb017fff
23258,51.343658,12.378786,71,871f1a8cbffffff,881f1a8cb1fffff,891f1a8cb0bffff,8a1f1a8cb017fff
21638,51.343658,12.378786,196,871f1a8cbffffff,881f1a8cb1fffff,891f1a8cb0bffff,8a1f1a8cb017fff
20277,51.343658,12.378786,150,871f1a8cbffffff,881f1a8cb1fffff,891f1a8cb0bffff,8a1f1a8cb017fff
20181,51.343658,12.378786,196,871f1a8cbffffff,881f1a8cb1fffff,891f1a8cb0bffff,8a1f1a8cb017fff
39006,51.343813,12.381495,71,871f1a8cbffffff,881f1a8cb1fffff,891f1a8cb03ffff,8a1f1a8cb01ffff
20458,51.343813,12.381495,71,871f1a8cbffffff,881f1a8cb1fffff,891f1a8cb03ffff,8a1f1a8cb01ffff
23587,51.343813,12.381495,71,871f1a8cbffffff,881f1a8cb1fffff,891f1a8cb03ffff,8a1f1a8cb01ffff
20067,51.343813,12.381495,183,871f1a8cbffffff,881f1a8cb1fffff,891f1a8cb03ffff,8a1f1a8cb01ffff
21743,51.343813,12.381495,196,871f1a8cbffffff,881f1a8cb1fffff,891f1a8cb03ffff,8a1f1a8cb01ffff
21984,51.343813,12.381495,196,871f1a8cbffffff,881f1a8cb1fffff,891f1a8cb03ffff,8a1f1a8cb01ffff
23421,51.344577,12.379628,71,871f1a8cbffffff,881f1a8cb1fffff,891f1a8cb03ffff,8a1f1a8cb007fff
21861,51.344577,12.379628,196,871f1a8cbffffff,881f1a8cb1fffff,891f1a8cb03ffff,8a1f1a8cb007fff
20231,51.345639,12.379167,71,871f1a8cbffffff,881f1a8cb1fffff,891f1a8cb03ffff,8a1f1a8cb027fff
20004,51.345639,12.379167,71,871f1a8cbffffff,881f1a8cb1fffff,891f1a8cb03ffff,8a1f1a8cb027fff
21586,51.345639,12.379167,196,871f1a8cbffffff,881f1a8cb1fffff,891f1a8cb03ffff,8a1f1a8cb027fff
21825,51.345639,12.379167,196,871f1a8cbffffff,881f1a8cb1fffff,891f1a8cb03ffff,8a1f1a8cb027fff
20362,51.34397,12.383174,71,871f1a8cbffffff,881f1a8cb1fffff,891f1a8cb0fffff,8a1f1a8cb0e7fff
20230,51.34397,12.383174,71,871f1a8cbffffff,881f1a8cb1fffff,891f1a8cb0fffff,8a1f1a8cb0e7fff
23516,51.34397,12.383174,71,871f1a8cbffffff,881f1a8cb1fffff,891f1a8cb0fffff,8a1f1a8cb0e7fff
23238,51.34397,12.383174,71,871f1a8cbffffff,881f1a8cb1fffff,891f1a8cb0fffff,8a1f1a8cb0e7fff
23230,51.34397,12.383174,71,871f1a8cbffffff,881f1a8cb1fffff,891f1a8cb0fffff,8a1f1a8cb0e7fff
300409,51.34397,12.383174,150,871f1a8cbffffff,881f1a8cb1fffff,891f1a8cb0fffff,8a1f1a8cb0e7fff
300335,51.34397,12.383174,150,871f1a8cbffffff,881f1a8cb1fffff,891f1a8cb0fffff,8a1f1a8cb0e7fff
21917,51.34397,12.383174,196,871f1a8cbffffff,881f1a8cb1fffff,891f1a8cb0fffff,8a1f1a8cb0e7fff
21923,51.34397,12.383174,196,871f1a8cbffffff,881f1a8cb1fffff,891f1a8cb0fffff,8a1f1a8cb0e7fff
23001,51.322889,12.28723,71,871f1a8d8ffffff,881f1a8d8dfffff,891f1a8d8c7ffff,8a1f1a8d8c47fff
39151,51.322889,12.28723,71,871f1a8d8ffffff,881f1a8d8dfffff,891f1a8d8c7ffff,8a1f1a8d8c47fff
300128,51.322889,12.28723,71,871f1a8d8ffffff,881f1a8d8dfffff,891f1a8d8c7ffff,8a1f1a8d8c47fff
21547,51.322889,12.28723,196,871f1a8d8ffffff,881f1a8d8dfffff,891f1a8d8c7ffff,8a1f1a8d8c47fff
21921,51.322889,12.28723,196,871f1a8d8ffffff,881f1a8d8dfffff,891f1a8d8c7ffff,8a1f1a8d8c47fff
20401,51.322889,12.28723,196,871f1a8d8ffffff,881f1a8d8dfffff,891f1a8d8c7ffff,8a1f1a8d8c47fff
20302,51.368291,12.386329,71,871f1a8c9ffffff,881f1a8c9dfffff,891f1a8c9d7ffff,8a1f1a8c9d47fff
20066,51.368291,12.386329,183,871f1a8c9ffffff,881f1a8c9dfffff,891f1a8c9d7ffff,8a1f1a8c9d47fff
21745,51.368291,12.386329,196,871f1a8c9ffffff,881f1a8c9dfffff,891f1a8c9d7ffff,8a1f1a8c9d47fff
21770,51.368291,12.386329,196,871f1a8c9ffffff,881f1a8c9dfffff,891f1a8c9d7ffff,8a1f1a8c9d47fff
23444,51.351415,12.432007,71,871f1ab96ffffff,881f1ab90dfffff,891f1ab90dbffff,8a1f1ab90d87fff
23346,51.351415,12.432007,71,871f1ab96ffffff,881f1ab90dfffff,891f1ab90dbffff,8a1f1ab90d87fff
23007,51.351415,12.432007,71,871f1ab96ffffff,881f1ab90dfffff,891f1ab90dbffff,8a1f1ab90d87fff
300291,51.351415,12.432007,150,871f1ab96ffffff,881f1ab90dfffff,891f1ab90dbffff,8a1f1ab90d87fff
21603,51.351415,12.432007,196,871f1ab96ffffff,881f1ab90dfffff,891f1ab90dbffff,8a1f1ab90d87fff
21719,51.351415,12.432007,196,871f1ab96ffffff,881f1ab90dfffff,891f1ab90dbffff,8a1f1ab90d87fff
21913,51.351415,12.432007,196,871f1ab96ffffff,881f1ab90dfffff,891f1ab90dbffff,8a1f1ab90d87fff
23533,51.351505,12.407074,71,871f1ab96ffffff,881f1ab96dfffff,891f1ab96d7ffff,8a1f1ab96d4ffff
20434,51.351505,12.407074,71,871f1ab96ffffff,881f1ab96dfffff,891f1ab96d7ffff,8a1f1ab96d4ffff
23232,51.351505,12.407074,71,871f1ab96ffffff,881f1ab96dfffff,891f1ab96d7ffff,8a1f1ab96d4ffff
21982,51.351505,12.407074,196,871f1ab96ffffff,881f1ab96dfffff,891f1ab96d7ffff,8a1f1ab96d4ffff
21855,51.353337,12.303199,196,871f1a8c3ffffff,881f1a8c33fffff,891f1a8c32bffff,8a1f1a8c3217fff
39056,51.35002,12.291401,71,871f1a8c3ffffff,881f1a8c37fffff,891f1a8c373ffff,8a1f1a8c3717fff
20486,51.35002,12.291401,71,871f1a8c3ffffff,881f1a8c37fffff,891f1a8c373ffff,8a1f1a8c3717fff
300259,51.35002,12.291401,150,871f1a8c3ffffff,881f1a8c37fffff,891f1a8c373ffff,8a1f1a8c3717fff
20198,51.35002,12.291401,196,871f1a8c3ffffff,881f1a8c37fffff,891f1a8c373ffff,8a1f1a8c3717fff
20398,51.383607,12.379763,71,871f1a8cdffffff,881f1a8cd1fffff,891f1a8cd17ffff,8a1f1a8cd167fff
21739,51.383607,12.379763,196,871f1a8cdffffff,881f1a8cd1fffff,891f1a8cd17ffff,8a1f1a8cd167fff
23389,51.383607,12.379763,196,871f1a8cdffffff,881f1a8cd1fffff,891f1a8cd17ffff,8a1f1a8cd167fff
20311,51.383607,12.379763,196,871f1a8cdffffff,881f1a8cd1fffff,891f1a8cd17ffff,8a1f1a8cd167fff
23514,51.384759,12.376131,71,871f1a8cdffffff,881f1a8cd9fffff,891f1a8cd8fffff,8a1f1a8cd8c7fff
20009,51.384759,12.376131,71,871f1a8cdffffff,881f1a8cd9fffff,891f1a8cd8fffff,8a1f1a8cd8c7fff
300142,51.384759,12.376131,150,871f1a8cdffffff,881f1a8cd9fffff,891f1a8cd8fffff,8a1f1a8cd8c7fff
23456,51.382837,12.377086,71,871f1a8cdffffff,881f1a8cd1fffff,891f1a8cd17ffff,8a1f1a8cd177fff
21725,51.382837,12.377086,196,871f1a8cdffffff,881f1a8cd1fffff,891f1a8cd17ffff,8a1f1a8cd177fff
23215,51.385067,12.378051,71,871f1a8cdffffff,881f1a8cd9fffff,891f1a8cd8fffff,8a1f1a8cd8effff
20456,51.385067,12.378051,196,871f1a8cdffffff,881f1a8cd9fffff,891f1a8cd8fffff,8a1f1a8cd8effff
21722,51.385067,12.378051,196,871f1a8cdffffff,881f1a8cd9fffff,891f1a8cd8fffff,8a1f1a8cd8effff
21963,51.385067,12.378051,196,871f1a8cdffffff,881f1a8cd9fffff,891f1a8cd8fffff,8a1f1a8cd8effff
23021,51.385067,12.378051,196,871f1a8cdffffff,881f1a8cd9fffff,891f1a8cd8fffff,8a1f1a8cd8effff
23266,51.301139,12.396,71,871f1a163ffffff,881f1a1639fffff,891f1a1639bffff,8a1f1a1639affff
23100,51.301139,12.396,150,871f1a163ffffff,881f1a1639fffff,891f1a1639bffff,8a1f1a1639affff
39167,51.301139,12.396,71,871f1a163ffffff,881f1a1639fffff,891f1a1639bffff,8a1f1a1639affff
21680,51.301139,12.396,196,871f1a163ffffff,881f1a1639fffff,891f1a1639bffff,8a1f1a1639affff
21735,51.347388,12.353402,196,871f1a8caffffff,881f1a8cabfffff,891f1a8caa3ffff,8a1f1a8caa17fff
21899,51.347388,12.353402,196,871f1a8caffffff,881f1a8cabfffff,891f1a8caa3ffff,8a1f1a8caa17fff
20408,51.34326,12.372462,71,871f1a8cbffffff,881f1a8cb5fffff,891f1a8cb57ffff,8a1f1a8cb567fff
23149,51.339064,12.380031,71,871f1a8cbffffff,881f1a8cb7fffff,891f1a8cb73ffff,8a1f1a8cb717fff
39130,51.339064,12.380031,71,871f1a8cbffffff,881f1a8cb7fffff,891f1a8cb73ffff,8a1f1a8cb717fff
300099,51.339064,12.380031,150,871f1a8cbffffff,881f1a8cb7fffff,891f1a8cb73ffff,8a1f1a8cb717fff
23589,51.345217,12.392192,71,871f1a8cbffffff,881f1a8cb3fffff,891f1a8cb33ffff,8a1f1a8cb30ffff
39146,51.345217,12.392192,71,871f1a8cbffffff,881f1a8cb3fffff,891f1a8cb33ffff,8a1f1a8cb30ffff
20196,51.345217,12.392192,150,871f1a8cbffffff,881f1a8cb3fffff,891f1a8cb33ffff,8a1f1a8cb30ffff
21589,51.345217,12.392192,196,871f1a8cbffffff,881f1a8cb3fffff,891f1a8cb33ffff,8a1f1a8cb30ffff
21966,51.345217,12.392192,196,871f1a8cbffffff,881f1a8cb3fffff,891f1a8cb33ffff,8a1f1a8cb30ffff
20335,51.31451,12.410012,71,871f1a161ffffff,881f1a161dfffff,891f1a161c7ffff,8a1f1a161c47fff
20260,51.31451,12.410012,71,871f1a161ffffff,881f1a161dfffff,891f1a161c7ffff,8a1f1a161c47fff
300020,51.31451,12.410012,196,871f1a161ffffff,881f1a161dfffff,891f1a161c7ffff,8a1f1a161c47fff
20395,51.326107,12.388651,71,871f1a165ffffff,881f1a1655fffff,891f1a16553ffff,8a1f1a16552ffff
23179,51.326107,12.388651,71,871f1a165ffffff,881f1a1655fffff,891f1a16553ffff,8a1f1a16552ffff
300244,51.310369,12.372912,150,871f1a160ffffff,881f1a160dfffff,891f1a160cfffff,8a1f1a160ce7fff
300134,51.310369,12.372912,150,871f1a160ffffff,881f1a160dfffff,891f1a160cfffff,8a1f1a160ce7fff
20158,51.310369,12.372912,196,871f1a160ffffff,881f1a160dfffff,891f1a160cfffff,8a1f1a160ce7fff
23584,51.345548,12.406418,71,871f1ab96ffffff,881f1ab965fffff,891f1ab96cfffff,8a1f1ab96cdffff
21732,51.345461,12.414701,196,871f1ab96ffffff,881f1ab961fffff,891f1ab960bffff,8a1f1ab960affff
22056,51.345461,12.414701,196,871f1ab96ffffff,881f1ab961fffff,891f1ab960bffff,8a1f1ab960affff
300174,51.324316,12.412888,150,871f1a165ffffff,881f1a1653fffff,891f1a1652fffff,8a1f1a1652d7fff
300017,51.348581,12.371871,150,871f1a8cbffffff,881f1a8cbdfffff,891f1a8cbd7ffff,8a1f1a8cbd4ffff
300033,51.363116,12.362178,150,871f1a8c8ffffff,881f1a8c81fffff,891f1a8c817ffff,8a1f1a8c8157fff
22133,51.363116,12.362178,196,871f1a8c8ffffff,881f1a8c81fffff,891f1a8c817ffff,8a1f1a8c8157fff
300176,51.356407,12.415967,150,871f1ab96ffffff,881f1ab969fffff,891f1ab9697ffff,8a1f1ab96867fff
300038,51.356407,12.415967,71,871f1ab96ffffff,881f1ab969fffff,891f1ab9697ffff,8a1f1ab96867fff
21674,51.356407,12.415967,196,871f1ab96ffffff,881f1ab969fffff,891f1ab9697ffff,8a1f1ab96867fff
21750,51.356407,12.415967,196,871f1ab96ffffff,881f1ab969fffff,891f1ab9697ffff,8a1f1ab96867fff
21803,51.356407,12.415967,196,871f1ab96ffffff,881f1ab969fffff,891f1ab9697ffff,8a1f1ab96867fff
21865,51.356407,12.415967,196,871f1ab96ffffff,881f1ab969fffff,891f1ab9697ffff,8a1f1ab96867fff
23310,51.356407,12.415967,196,871f1ab96ffffff,881f1ab969fffff,891f1ab9697ffff,8a1f1ab96867fff
20005,51.344905,12.419175,71,871f1ab96ffffff,881f1ab961fffff,891f1ab960fffff,8a1f1ab960cffff
20213,51.344905,12.419175,71,871f1ab96ffffff,881f1ab961fffff,891f1ab960fffff,8a1f1ab960cffff
300185,51.344905,12.419175,150,871f1ab96ffffff,881f1ab961fffff,891f1ab960fffff,8a1f1ab960cffff
21675,51.344905,12.419175,196,871f1ab96ffffff,881f1ab961fffff,891f1ab960fffff,8a1f1ab960cffff
21527,51.318674,12.34101,196,871f1a8d9ffffff,881f1a8d93fffff,891f1a8d92bffff,8a1f1a8d929ffff
23272,51.332164,12.362441,71,871f1a164ffffff,881f1a1649fffff,891f1a1648fffff,8a1f1a16481ffff
20070,51.329475,12.336901,183,871f1a8d9ffffff,881f1a8d9bfffff,891f1a8d9bbffff,8a1f1a8d9a37fff
23351,51.337362,12.334068,71,871f1a8caffffff,881f1a8ca5fffff,891f1a8ca43ffff,8a1f1a8ca437fff
300204,51.337362,12.334068,150,871f1a8caffffff,881f1a8ca5fffff,891f1a8ca43ffff,8a1f1a8ca437fff
20252,51.340884,12.375187,71,871f1a8cbffffff,881f1a8cb5fffff,891f1a8cb47ffff,8a1f1a8cb467fff
23556,51.340884,12.375187,71,871f1a8cbffffff,881f1a8cb5fffff,891f1a8cb47ffff,8a1f1a8cb467fff
300284,51.340884,12.375187,150,871f1a8cbffffff,881f1a8cb5fffff,891f1a8cb47ffff,8a1f1a8cb467fff
300088,51.340884,12.375187,150,871f1a8cbffffff,881f1a8cb5fffff,891f1a8cb47ffff,8a1f1a8cb467fff
21978,51.340884,12.375187,196,871f1a8cbffffff,881f1a8cb5fffff,891f1a8cb47ffff,8a1f1a8cb467fff
300141,51.320511,12.383013,150,871f1a160ffffff,881f1a1609fffff,891f1a16097ffff,8a1f1a160947fff
23352,51.362982,12.373561,71,871f1a8c8ffffff,881f1a8c83fffff,891f1a8c8afffff,8a1f1a8c8adffff
21597,51.362982,12.373561,196,871f1a8c8ffffff,881f1a8c83fffff,891f1a8c8afffff,8a1f1a8c8adffff
23188,51.33892,12.402824,71,871f1a165ffffff,881f1ab965fffff,891f1ab964bffff,8a1f1ab96487fff
20461,51.33892,12.402824,71,871f1a165ffffff,881f1ab965fffff,891f1ab964bffff,8a1f1ab96487fff
300126,51.33892,12.402824,150,871f1a165ffffff,881f1ab965fffff,891f1ab964bffff,8a1f1ab96487fff
21555,51.359442,12.292821,196,871f1a8c3ffffff,881f1a8c31fffff,891f1a8c317ffff,8a1f1a8c3177fff
21902,51.359442,12.292821,196,871f1a8c3ffffff,881f1a8c31fffff,891f1a8c317ffff,8a1f1a8c3177fff
21912,51.359442,12.292821,196,871f1a8c3ffffff,881f1a8c31fffff,891f1a8c317ffff,8a1f1a8c3177fff
23376,51.295085,12.386184,71,871f1a163ffffff,881f1a163dfffff,891f1a163dbffff,8a1f1a163d8ffff
23287,51.295085,12.386184,71,871f1a163ffffff,881f1a163dfffff,891f1a163dbffff,8a1f1a163d8ffff
23163,51.295085,12.386184,71,871f1a163ffffff,881f1a163dfffff,891f1a163dbffff,8a1f1a163d8ffff
20473,51.295085,12.386184,71,871f1a163ffffff,881f1a163dfffff,891f1a163dbffff,8a1f1a163d8ffff
20459,51.295085,12.386184,71,871f1a163ffffff,881f1a163dfffff,891f1a163dbffff,8a1f1a163d8ffff
20440,51.295085,12.386184,71,871f1a163ffffff,881f1a163dfffff,891f1a163dbffff,8a1f1a163d8ffff
21859,51.295085,12.386184,196,871f1a163ffffff,881f1a163dfffff,891f1a163dbffff,8a1f1a163d8ffff
21945,51.295085,12.386184,196,871f1a163ffffff,881f1a163dfffff,891f1a163dbffff,8a1f1a163d8ffff
21940,51.295085,12.386184,196,871f1a163ffffff,881f1a163dfffff,891f1a163dbffff,8a1f1a163d8ffff
23025,51.295085,12.386184,196,871f1a163ffffff,881f1a163dfffff,891f1a163dbffff,8a1f1a163d8ffff
21550,51.30605,12.396687,196,871f1a160ffffff,881f1a1603fffff,891f1a1602fffff,8a1f1a1602f7fff
300031,51.332308,12.395432,150,871f1a165ffffff,881f1a1659fffff,891f1a1658bffff,8a1f1a165127fff
23596,51.335029,12.388759,71,871f1a165ffffff,881f1a8cb7fffff,891f1a1659bffff,8a1f1a8cb6cffff
300707,51.335029,12.388759,150,871f1a165ffffff,881f1a8cb7fffff,891f1a1659bffff,8a1f1a8cb6cffff
300146,51.335029,12.388759,150,871f1a165ffffff,881f1a8cb7fffff,891f1a1659bffff,8a1f1a8cb6cffff
23303,51.348168,12.405973,71,871f1ab96ffffff,881f1ab96dfffff,891f1ab96c7ffff,8a1f1ab96c57fff
23005,51.348168,12.405973,71,871f1ab96ffffff,881f1ab96dfffff,891f1ab96c7ffff,8a1f1ab96c57fff
23255,51.31401,12.342668,71,871f1a166ffffff,881f1a1669fffff,891f1a1669bffff,8a1f1a16698ffff
23167,51.31401,12.342668,71,871f1a166ffffff,881f1a1669fffff,891f1a1669bffff,8a1f1a16698ffff
300095,51.31401,12.342668,150,871f1a166ffffff,881f1a1669fffff,891f1a1669bffff,8a1f1a16698ffff
21948,51.31401,12.342668,196,871f1a166ffffff,881f1a1669fffff,891f1a1669bffff,8a1f1a16698ffff
22041,51.31401,12.342668,196,871f1a166ffffff,881f1a1669fffff,891f1a1669bffff,8a1f1a16698ffff
22102,51.31401,12.342668,196,871f1a166ffffff,881f1a1669fffff,891f1a1669bffff,8a1f1a16698ffff
23561,51.347374,12.314665,71,871f1a8ddffffff,881f1a8dd9fffff,891f1a8dd87ffff,8a1f1a8dd84ffff
20375,51.347374,12.314665,71,871f1a8ddffffff,881f1a8dd9fffff,891f1a8dd87ffff,8a1f1a8dd84ffff
21567,51.347374,12.314665,196,871f1a8ddffffff,881f1a8dd9fffff,891f1a8dd87ffff,8a1f1a8dd84ffff
22014,51.347374,12.314665,196,871f1a8ddffffff,881f1a8dd9fffff,891f1a8dd87ffff,8a1f1a8dd84ffff
22044,51.347374,12.314665,196,871f1a8ddffffff,881f1a8dd9fffff,891f1a8dd87ffff,8a1f1a8dd84ffff
22117,51.347374,12.314665,196,871f1a8ddffffff,881f1a8dd9fffff,891f1a8dd87ffff,8a1f1a8dd84ffff
20280,51.353342,12.322148,71,871f1a8ceffffff,881f1a8ce5fffff,891f1a8ce47ffff,8a1f1a8ce447fff
39182,51.372062,12.327279,71,871f1a8ccffffff,881f1a8cc5fffff,891f1a8cc5bffff,8a1f1a8cc5a7fff
23483,51.362018,12.391537,196,871f1a8c9ffffff,881f1a8c91fffff,891f1a8c91bffff,8a1f1a8c919ffff
21862,51.370356,12.384527,196,871f1a8c9ffffff,881f1a8cd7fffff,891f1a8cd6fffff,8a1f1a8cd6cffff
20106,51.33048,12.3797,29,871f1a164ffffff,881f1a164bfffff,891f1a165dbffff,8a1f1a165db7fff
20098,51.32466,12.3733,29,871f1a164ffffff,881f1a1643fffff,891f1a1643bffff,8a1f1a1643affff
20101,51.32059,12.37861,29,871f1a164ffffff,881f1a1609fffff,891f1a16093ffff,8a1f1a16092ffff
20102,51.32059,12.37861,29,871f1a164ffffff,881f1a1609fffff,891f1a16093ffff,8a1f1a16092ffff
20103,51.32059,12.37861,29,871f1a164ffffff,881f1a1609fffff,891f1a16093ffff,8a1f1a16092ffff
20105,51.32059,12.37861,29,871f1a164ffffff,881f1a1609fffff,891f1a16093ffff,8a1f1a16092ffff
20180,51.32059,12.37861,196,871f1a164ffffff,881f1a1609fffff,891f1a16093ffff,8a1f1a16092ffff
20104,51.31769,12.36867,29,871f1a164ffffff,881f1a1647fffff,891f1a16463ffff,8a1f1a16461ffff
20097,51.31168,12.37235,29,871f1a160ffffff,881f1a160dfffff,891f1a160c3ffff,8a1f1a160c0ffff
23388,51.31797,12.38314,71,871f1a160ffffff,881f1a1609fffff,891f1a16087ffff,8a1f1a160877fff
21728,51.31797,12.38314,196,871f1a160ffffff,881f1a1609fffff,891f1a16087ffff,8a1f1a160877fff
39183,51.32056,12.39708,71,871f1a165ffffff,881f1a1657fffff,891f1a1657bffff,8a1f1a165787fff
20107,51.32056,12.39708,29,871f1a165ffffff,881f1a1657fffff,891f1a1657bffff,8a1f1a165787fff
21812,51.32056,12.39708,196,871f1a165ffffff,881f1a1657fffff,891f1a1657bffff,8a1f1a165787fff
300231,51.32904,12.32808,150,871f1a8d9ffffff,881f1a8d99fffff,891f1a8d98fffff,8a1f1a8d98f7fff
21942,51.31912,12.29046,196,871f1a8d8ffffff,881f1a8d81fffff,891f1a8d857ffff,8a1f1a8d856ffff
20278,51.33665,12.37481,71,871f1a8cbffffff,881f1a8cb5fffff,891f1a8cb4fffff,8a1f1a8cb4cffff
21529,51.33665,12.37481,196,871f1a8cbffffff,881f1a8cb5fffff,891f1a8cb4fffff,8a1f1a8cb4cffff
21611,51.33665,12.37481,196,871f1a8cbffffff,881f1a8cb5fffff,891f1a8cb4fffff,8a1f1a8cb4cffff
22131,51.33665,12.37481,196,871f1a8cbffffff,881f1a8cb5fffff,891f1a8cb4fffff,8a1f1a8cb4cffff
20316,51.33665,12.37481,196,871f1a8cbffffff,881f1a8cb5fffff,891f1a8cb4fffff,8a1f1a8cb4cffff
22103,51.303516,12.381667,196,871f1a160ffffff,881f1a1607fffff,891f1a1607bffff,8a1f1a1607a7fff
20225,51.379373,12.372831,71,871f1a8cdffffff,881f1a8cd1fffff,891f1a8cd1bffff,8a1f1a8cd187fff
23059,51.333107,12.306411,71,871f1a8ddffffff,881f1a8dd5fffff,891f1a8dd4fffff,8a1f1a8dd4effff
23211,51.388796,12.411352,71,871f1abb2ffffff,881f1abb29fffff,891f1abb28fffff,8a1f1abb28e7fff
21618,51.376,12.371879,196,871f1a8cdffffff,881f1a8cd5fffff,891f1a8cd57ffff,8a1f1a8cd54ffff
300367,51.342058,12.372233,150,871f1a8cbffffff,881f1a8cb5fffff,891f1a8cb57ffff,8a1f1a8cb577fff
21988,51.325156,12.428434,196,871f1ab92ffffff,881f1ab925fffff,891f1ab9247ffff,8a1f1ab92457fff
21549,51.353378,12.322108,196,871f1a8ceffffff,881f1a8ce5fffff,891f1a8ce47ffff,8a1f1a8ce447fff
23224,51.32824,12.402421,71,871f1a165ffffff,881f1a1651fffff,891f1a16507ffff,8a1f1a165057fff
23404,51.362018,12.355896,71,871f1a8c8ffffff,881f1a8c81fffff,891f1a8c81bffff,8a1f1a8c81a7fff
20377,51.34672,12.320457,71,871f1a8ddffffff,881f1a8ddbfffff,891f1a8dda3ffff,8a1f1a8dda27fff
23395,51.343773,12.315511,196,871f1a8ddffffff,881f1a8ddbfffff,891f1a8dd17ffff,8a1f1a8dd16ffff
21659,51.35552,12.416583,196,871f1ab96ffffff,881f1ab969fffff,891f1ab9687ffff,8a1f1ab96867fff
300199,51.204978,12.389393,150,871f1a15effffff,881f1a15e1fffff,891f1a15e1bffff,8a1f1a15e18ffff
21826,51.346307,12.371012,196,871f1a8cbffffff,881f1a8cbdfffff,891f1a8cbc7ffff,8a1f1a8cbc57fff
21832,51.309764,12.456087,196,871f1a16cffffff,881f1a16c7fffff,891f1a16c77ffff,8a1f1a16c757fff
23327,51.326684,12.294523,71,871f1a8d8ffffff,881f1a8d89fffff,891f1a8d88fffff,8a1f1a8d88c7fff
300213,51.343809,12.315464,150,871f1a8ddffffff,881f1a8ddbfffff,891f1a8ddbbffff,8a1f1a8dd16ffff
20339,51.308156,12.371921,71,871f1a160ffffff,881f1a160dfffff,891f1a160cfffff,8a1f1a160cd7fff
21896,51.36904,12.339816,196,871f1a8ccffffff,881f1a8cc7fffff,891f1a8cc7bffff,8a1f1a8cc797fff
23242,51.294164,12.439947,71,871f1a16effffff,881f1a16e1fffff,891f1a16e0fffff,8a1f1a16e0c7fff
23477,51.374618,12.36625,196,871f1a8cdffffff,881f1a8cd5fffff,891f1a8cd43ffff,8a1f1a8cd437fff
21924,51.335493,12.336269,196,871f1a8caffffff,881f1a8ca5fffff,891f1a8ca43ffff,8a1f1a8ca41ffff
23422,51.362027,12.391551,71,871f1a8c9ffffff,881f1a8c91fffff,891f1a8c91bffff,8a1f1a8c919ffff
23173,51.362116,12.391554,71,871f1a8c9ffffff,881f1a8c91fffff,891f1a8c91bffff,8a1f1a8c919ffff
39097,51.36608,12.387366,71,871f1a8c9ffffff,881f1a8c9dfffff,891f1a8c9c7ffff,8a1f1a8c9c77fff
20322,51.361471,12.389507,71,871f1a8c9ffffff,881f1a8c95fffff,891f1a8c957ffff,8a1f1a8c956ffff
22138,51.359018,12.369832,196,871f1a8c8ffffff,881f1a8c83fffff,891f1a8c83bffff,8a1f1a8c8387fff
300375,51.355324,12.407428,150,871f1ab96ffffff,881f1ab969fffff,891f1ab969bffff,8a1f1ab969affff
300186,51.303369,12.382998,150,871f1a160ffffff,881f1a1607fffff,891f1a1607bffff,8a1f1a1607affff
23481,51.367204,12.347146,71,871f1a8ccffffff,881f1a8cc7fffff,891f1a8cc6fffff,8a1f1a8cc6d7fff
300289,51.345702,12.391368,150,871f1a8cbffffff,881f1a8cb3fffff,891f1a8cb33ffff,8a1f1a8cb30ffff
21696,51.31468,12.323212,196,871f1a8d9ffffff,881f1a8dbbfffff,891f1a8d94fffff,8a1f1a8d94dffff
300003,51.3532,12.406144,150,871f1ab96ffffff,881f1ab969fffff,891f1ab969bffff,8a1f1ab96997fff
21989,51.353164,12.406079,196,871f1ab96ffffff,881f1ab969fffff,891f1ab969bffff,8a1f1ab96997fff
300402,51.368969,12.33949,150,871f1a8ccffffff,881f1a8cc7fffff,891f1a8cc7bffff,8a1f1a8cc797fff
21579,51.359733,12.409961,196,871f1a8c9ffffff,881f1a8c93fffff,891f1a8c92fffff,8a1f1a8c92f7fff
21888,51.359773,12.409968,196,871f1a8c9ffffff,881f1a8c93fffff,891f1a8c92fffff,8a1f1a8c92f7fff
21777,51.362182,12.354724,196,871f1a8c8ffffff,881f1a8c8dfffff,891f1a8c8c7ffff,8a1f1a8c8c5ffff
22050,51.342716,12.400613,196,871f1ab96ffffff,881f1ab965fffff,891f1ab965bffff,8a1f1ab965a7fff
22020,51.361849,12.391571,196,871f1a8c9ffffff,881f1a8c91fffff,891f1a8c91bffff,8a1f1a8c919ffff
23052,51.304938,12.327438,71,871f1a8dbffffff,881f1a8db3fffff,891f1a8db23ffff,8a1f1a8db357fff
