bid,lat,lon,btype,h3_grid_res_7,h3_grid_res_8,h3_grid_res_9,h3_grid_res_10
20470,51.327333,12.373539,71,871f1a164ffffff,881f1a1643fffff,891f1a16433ffff,8a1f1a164337fff
21707,51.331209,12.313564,196,871f1a8ddffffff,881f1a8dd7fffff,891f1a8dd6bffff,8a1f1a8dd6affff
21841,51.340289,12.351803,196,871f1a8caffffff,881f1a8ca3fffff,891f1a8ca3bffff,8a1f1a8ca3b7fff
300406,51.358049,12.407171,196,871f1a8c9ffffff,881f1a8c93fffff,891f1a8c92bffff,8a1f1a8c929ffff
300293,51.343449,12.383867,150,871f1a8cbffffff,881f1a8cb1fffff,891f1a8cb0fffff,8a1f1a8cb0effff
300124,51.341031,12.378121,150,871f1a8cbffffff,881f1a8cb1fffff,891f1a8cb0bffff,8a1f1a8cb09ffff
23105,51.338396,12.377783,71,871f1a8cbffffff,881f1a8cb7fffff,891f1a8cb7bffff,8a1f1a8cb7a7fff
22080,51.337467,12.373152,196,871f1a8cbffffff,881f1a8cb5fffff,891f1a8cb4fffff,8a1f1a8cb4e7fff
23019,51.361644,12.368907,71,871f1a8c8ffffff,881f1a8c83fffff,891f1a8c807ffff,8a1f1a8c804ffff
23438,51.351618,12.374883,71,871f1a8cbffffff,881f1a8cb9fffff,891f1a8cb83ffff,8a1f1a8cb98ffff
23462,51.332462,12.377994,71,871f1a164ffffff,881f1a164bfffff,891f1a164a7ffff,8a1f1a164a77fff
300253,51.333071,12.329333,150,871f1a8d9ffffff,881f1a8d99fffff,891f1a8d997ffff,8a1f1a8d995ffff
300193,51.309413,12.39314,150,871f1a160ffffff,881f1a1603fffff,891f1a16033ffff,8a1f1a16031ffff
300114,51.329511,12.371991,150,871f1a164ffffff,881f1a164bfffff,891f1a164abffff,8a1f1a164a87fff
21827,51.343133,12.317749,196,871f1a8ddffffff,881f1a8ddbfffff,891f1a8ddabffff,8a1f1a8dda87fff
23204,51.340311,12.351249,71,871f1a8caffffff,881f1a8ca1fffff,891f1a8ca3bffff,8a1f1a8ca3b7fff
20380,51.340991,12.385334,71,871f1a8cbffffff,881f1a8cb7fffff,891f1a8cb77ffff,8a1f1a8cb767fff
23236,51.346622,12.371342,71,871f1a8cbffffff,881f1a8cbdfffff,891f1a8cbc7ffff,8a1f1a8cbc57fff
22073,51.331876,12.331433,196,871f1a8d9ffffff,881f1a8d99fffff,891f1a8d987ffff,8a1f1a8d9847fff
20353,51.311644,12.416234,71,871f1a161ffffff,881f1a1611fffff,891f1a16103ffff,8a1f1a161017fff
23004,51.362249,12.437182,71,871f1ab94ffffff,881f1ab947fffff,891f1ab9477ffff,8a1f1ab9476ffff
22085,51.369764,12.374259,196,871f1a8cdffffff,881f1a8c8bfffff,891f1a8c8b7ffff,8a1f1a8c8b6ffff
23426,51.327818,12.428092,71,871f1ab92ffffff,881f1ab925fffff,891f1ab9257ffff,8a1f1ab9254ffff
23083,51.322307,12.430843,71,871f1ab92ffffff,881f1ab927fffff,891f1ab927bffff,8a1f1ab92797fff
21594,51.335751,12.325411,196,871f1a8ddffffff,881f1a8dd3fffff,891f1a8dd2fffff,8a1f1a8dd2d7fff
20072,51.259156,12.303684,183,871f1a172ffffff,881f1a1729fffff,891f1a17287ffff,8a1f1a172847fff
21830,51.342147,12.405682,196,871f1ab96ffffff,881f1ab965fffff,891f1ab9643ffff,8a1f1ab96407fff
23148,51.335413,12.383692,196,871f1a8cbffffff,881f1a8cb7fffff,891f1a8cb6fffff,8a1f1a8cb6f7fff
23200,51.330111,12.31599,71,871f1a8ddffffff,881f1a8dd7fffff,891f1a8dd6fffff,8a1f1a8dd6d7fff
21681,51.340733,12.371002,196,871f1a8cbffffff,881f1a8cb5fffff,891f1a8cb43ffff,8a1f1a8cb427fff
20220,51.326098,12.265741,196,871f1a8deffffff,881f1a8debfffff,891f1a8deb3ffff,8a1f1a8deb17fff
21682,51.361538,12.370561,196,871f1a8c8ffffff,881f1a8c83fffff,891f1a8c833ffff,8a1f1a8c8307fff
21635,51.34336,12.383901,196,871f1a8cbffffff,881f1a8cb1fffff,891f1a8cb0fffff,8a1f1a8cb0effff
20124,51.308493,12.37637,196,871f1a160ffffff,881f1a1605fffff,891f1a16057ffff,8a1f1a160567fff
300021,51.346542,12.316096,150,871f1a8ddffffff,881f1a8ddbfffff,891f1a8ddbbffff,8a1f1a8ddba7fff
23593,51.3466,12.316146,71,871f1a8ddffffff,881f1a8ddbfffff,891f1a8ddbbffff,8a1f1a8ddba7fff
300014,51.309951,12.395856,150,871f1a160ffffff,881f1a1603fffff,891f1a16023ffff,8a1f1a160227fff
20071,51.344338,12.390087,183,871f1a8cbffffff,881f1a8cb3fffff,891f1a8cb33ffff,8a1f1a8cb31ffff
20522,51.37916,12.317363,196,871f1a8c1ffffff,881f1a8c1bfffff,891f1a8c1a3ffff,8a1f1a8c1a1ffff
23505,51.329022,12.346793,71,871f1a8d9ffffff,881f1a164dfffff,891f1a164dbffff,8a1f1a164da7fff
300344,51.312778,12.37351,150,871f1a160ffffff,881f1a160dfffff,891f1a160d7ffff,8a1f1a160d5ffff
39101,51.363436,12.386104,71,871f1a8c9ffffff,881f1a8c9dfffff,891f1a8c9cfffff,8a1f1a8c9ce7fff
300190,51.337271,12.378202,150,871f1a8cbffffff,881f1a8cb7fffff,891f1a8cb7bffff,8a1f1a8cb787fff
22107,51.338258,12.325098,196,871f1a8ddffffff,881f1a8dd3fffff,891f1a8dd23ffff,8a1f1a8dd20ffff
39044,51.322711,12.324616,71,871f1a8d9ffffff,881f1a8d91fffff,891f1a8d91bffff,8a1f1a8d9197fff
20304,51.334173,12.392644,71,871f1a165ffffff,881f1a1659fffff,891f1a1658bffff,8a1f1a1658a7fff
20332,51.336311,12.404744,71,871f1a165ffffff,881f1a165bfffff,891f1a165b3ffff,8a1f1a165b17fff
21937,51.336467,12.362673,196,871f1a164ffffff,881f1a1649fffff,891f1a16497ffff,8a1f1a164977fff
21628,51.338484,12.375438,196,871f1a8cbffffff,881f1a8cb5fffff,891f1a8cb47ffff,8a1f1a8cb45ffff
300198,51.337102,12.377759,150,871f1a8cbffffff,881f1a8cb7fffff,891f1a8cb7bffff,8a1f1a8cb787fff
300210,51.344889,12.357504,150,871f1a8caffffff,881f1a8cabfffff,891f1a8caafffff,8a1f1a8caadffff
300060,51.343862,12.371293,150,871f1a8cbffffff,881f1a8cbdfffff,891f1a8cbcfffff,8a1f1a8cbccffff
300243,51.334093,12.374237,150,871f1a164ffffff,881f1a164bfffff,891f1a164b7ffff,8a1f1a164b57fff
20371,51.341724,12.32359,71,871f1a8ddffffff,881f1a8dd3fffff,891f1a8dd37ffff,8a1f1a8dd377fff
300340,51.327867,12.390469,150,871f1a165ffffff,881f1a165dfffff,891f1a165cfffff,8a1f1a165ccffff
300265,51.318827,12.345251,150,871f1a8d9ffffff,881f1a8d93fffff,891f1a8d92fffff,8a1f1a8d92dffff
23414,51.341187,12.367418,71,871f1a8cbffffff,881f1a8cb5fffff,891f1a8cb53ffff,8a1f1a8cb517fff
21831,51.340844,12.379466,196,871f1a8cbffffff,881f1a8cb1fffff,891f1a8cb73ffff,8a1f1a8cb727fff
21792,51.332342,12.369161,196,871f1a164ffffff,881f1a164bfffff,891f1a164bbffff,8a1f1a164ba7fff
20131,51.370311,12.384963,196,871f1a8c9ffffff,881f1a8cd7fffff,891f1a8cd6fffff,8a1f1a8cd6cffff
21632,51.332333,12.370687,196,871f1a164ffffff,881f1a164bfffff,891f1a164bbffff,8a1f1a164baffff
23554,51.331178,12.390216,71,871f1a165ffffff,881f1a165dfffff,891f1a165c7ffff,8a1f1a165c77fff
21979,51.332364,12.368361,196,871f1a164ffffff,881f1a164bfffff,891f1a164bbffff,8a1f1a164ba7fff
21993,51.337116,12.385293,196,871f1a8cbffffff,881f1a8cb7fffff,891f1a8cb63ffff,8a1f1a8cb60ffff
20491,51.332502,12.367283,71,871f1a164ffffff,881f1a1649fffff,891f1a164bbffff,8a1f1a16485ffff
22135,51.330071,12.345858,196,871f1a8d9ffffff,881f1a8d9bfffff,891f1a8d9a7ffff,8a1f1a8d9a4ffff
21723,51.323911,12.4157,196,871f1a165ffffff,881f1a1653fffff,891f1a1652fffff,8a1f1a1652dffff
39142,51.343938,12.376748,71,871f1a8cbffffff,881f1a8cb1fffff,891f1a8cb1bffff,8a1f1a8cb18ffff
23610,51.343978,12.376804,71,871f1a8cbffffff,881f1a8cb1fffff,891f1a8cb1bffff,8a1f1a8cb18ffff
21886,51.338373,12.375297,196,871f1a8cbffffff,881f1a8cb5fffff,891f1a8cb47ffff,8a1f1a8cb45ffff
21857,51.325431,12.410339,196,871f1a165ffffff,881f1a1653fffff,891f1a1652bffff,8a1f1a1652affff
300214,51.339444,12.376307,150,871f1a8cbffffff,881f1a8cb5fffff,891f1a8cb47ffff,8a1f1a8cb447fff
21694,51.317836,12.328993,196,871f1a8d9ffffff,881f1a8d97fffff,891f1a8d973ffff,8a1f1a8d9717fff
20161,51.341724,12.379749,196,871f1a8cbffffff,881f1a8cb1fffff,891f1a8cb0bffff,8a1f1a8cb08ffff
21526,51.31896,12.343986,196,871f1a8d9ffffff,881f1a8d93fffff,891f1a8d92fffff,8a1f1a8d92d7fff
21698,51.327658,12.388976,196,871f1a165ffffff,881f1a165dfffff,891f1a165cfffff,8a1f1a165cc7fff
21516,51.335773,12.383757,150,871f1a8cbffffff,881f1a8cb7fffff,891f1a8cb6fffff,8a1f1a8cb6f7fff
21776,51.327822,12.321222,196,871f1a8d9ffffff,881f1a8d9dfffff,891f1a8d9d7ffff,8a1f1a8d9d4ffff
20250,51.339436,12.354627,196,871f1a8caffffff,881f1a8ca3fffff,891f1a8ca3bffff,8a1f1a8ca39ffff
20480,51.33308,12.372976,71,871f1a164ffffff,881f1a164bfffff,891f1a164a3ffff,8a1f1a164a27fff
21712,51.324796,12.336977,196,871f1a8d9ffffff,881f1a8d91fffff,891f1a8d907ffff,8a1f1a8d906ffff
21965,51.336751,12.381788,196,871f1a8cbffffff,881f1a8cb7fffff,891f1a8cb63ffff,8a1f1a8cb617fff
23275,51.342098,12.368882,71,871f1a8cbffffff,881f1a8cb5fffff,891f1a8cb53ffff,8a1f1a8cb52ffff
21763,51.35232,12.395866,196,871f1a8c9ffffff,881f1a8cbbfffff,891f1a8c96bffff,8a1f1a8c9697fff
39122,51.325556,12.409788,71,871f1a165ffffff,881f1a1653fffff,891f1a1652bffff,8a1f1a1652a7fff
21990,51.332556,12.378283,196,871f1a164ffffff,881f1a164bfffff,891f1a164a7ffff,8a1f1a164a47fff
23193,51.3316,12.385809,196,871f1a165ffffff,881f1a165dfffff,891f1a165c3ffff,8a1f1a165c27fff
23603,51.337916,12.355536,71,871f1a8caffffff,881f1a8ca3fffff,891f1a8ca2bffff,8a1f1a8ca287fff
21710,51.331293,12.389508,196,871f1a165ffffff,881f1a165dfffff,891f1a165c7ffff,8a1f1a165c77fff
39093,51.334493,12.404681,71,871f1a165ffffff,881f1a165bfffff,891f1a165bbffff,8a1f1a165baffff
23600,51.330187,12.36813,71,871f1a164ffffff,881f1a164bfffff,891f1a16417ffff,8a1f1a16416ffff
39134,51.330187,12.333223,71,871f1a8d9ffffff,881f1a8d9bfffff,891f1a8d9bbffff,8a1f1a8d9ba7fff
23162,51.340649,12.366782,196,871f1a8cbffffff,881f1a8cb5fffff,891f1a8cb53ffff,8a1f1a8cb517fff
23203,51.350431,12.403932,196,871f1ab96ffffff,881f1ab96dfffff,891f1ab96d7ffff,8a1f1ab96d57fff
22108,51.34112,12.372608,196,871f1a8cbffffff,881f1a8cb5fffff,891f1a8cb57ffff,8a1f1a8cb557fff
